抓取批次,候选编号,来源编号,来源层级,地区,来源栏目,发布部门,文件标题,发布日期,命中关键词,文档类型,质量分,入库状态,建议动作,原文链接,来源列表页
20260502_020427,CAND-45A5AD12FE1A,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于印发《内蒙古自治区关于碳达峰目标下能源保障供应的实施方案》《内蒙古自治区关于完善能源绿色低碳转型体制机制和政策措施的实施意见》的通知,,绿色低碳;碳达峰,HTML,54,低分候选,暂不回填,https://nyj.nmg.gov.cn/slh/tz/202209/t20220927_2141981.html,https://nyj.nmg.gov.cn/slh/tz/index_31.html
20260502_020427,CAND-EF46155175D0,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于印发《内蒙古自治区分布式光伏项目开发建设管理实施细则》的通知,,实施细则,HTML,54,低分候选,暂不回填,https://nyj.nmg.gov.cn/slh/tz/202506/t20250623_2744160.html,https://nyj.nmg.gov.cn/slh/tz/index_22.html
20260502_020427,CAND-4F961E7182D2,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于印发《内蒙古自治区热电联产机组核验实施细则（试行）》的通知,,实施细则,HTML,54,低分候选,暂不回填,https://nyj.nmg.gov.cn/slh/tz/202110/t20211013_1902099.html,https://nyj.nmg.gov.cn/slh/tz/index_35.html
20260502_020427,CAND-6666475DDCD2,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于实施乌兰察布中金数据低碳算力基地源网荷储一体化项目等4个市场化新能源项目的通知,,源网荷储,HTML,54,低分候选,暂不回填,https://nyj.nmg.gov.cn/slh/tz/202404/t20240409_2491156.html,https://nyj.nmg.gov.cn/slh/tz/index_26.html
20260502_020427,CAND-039BA26CC352,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于实施内蒙古宝丰源网荷储市场化新能源项目的通知,,源网荷储,HTML,54,低分候选,暂不回填,https://nyj.nmg.gov.cn/slh/tz/202311/t20231116_2411889.html,https://nyj.nmg.gov.cn/slh/tz/index_27.html
20260502_020427,CAND-0C0147E9BFC5,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于实施内蒙古翔福新能源有限责任公司源网荷储一体化项目等10个市场化新能源项目的通知,,源网荷储,HTML,54,低分候选,暂不回填,https://nyj.nmg.gov.cn/slh/tz/202312/t20231229_2434573.html,https://nyj.nmg.gov.cn/slh/tz/index_27.html
20260502_020427,CAND-DDFF263D9FE1,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,南方区域绿色电力证书交易实施细则（2023年版）,,实施细则,PDF,54,低分候选,暂不回填,https://www.gzpec.cn/law/jygz/202310/P020231025623801942126.pdf,https://www.gzpec.cn/law/jygz/index_2.html
20260502_020427,CAND-F9429C782DE1,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,市发展改革委 市财政局关于印发《上海市加力支持汽车以旧换新补贴政策实施细则（新能源）》的通知,,实施细则,HTML,54,低分候选,暂不回填,http://fgw.sh.gov.cn/fgw_gfxwj/20240923/5f3c00b2ca4548fdb5fc15c450d153fe.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_12.html
20260502_020427,CAND-B80AED659E0D,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省能源局 国家能源局南方监管局关于2025年电力市场交易有关事项的通知11-22,,电力市场,HTML,54,低分候选,暂不回填,https://drc.gd.gov.cn/snyj/tzgg/content/post_4582745.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_10.html
20260502_020427,CAND-3C94FFA69000,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东省发电机组进入及退出商业运营管理实施细则》的通知 2012-02-01,2012-02-01,实施细则,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110033.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_31.html
20260502_020427,CAND-DB0D53ECA926,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于填报2011年电力交易与市场秩序有关数据的通知 2012-02-03,2012-02-03,电力交易,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110034.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_31.html
20260502_020427,CAND-979963123349,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东省电力安全监管专家库管理办法(试行)》的通知 2012-04-26,2012-04-26,电力安全,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110046.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_30.html
20260502_020427,CAND-FAAE333622B8,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于修订山东电网“两个细则”有关条款的通知 2013-05-07,2013-05-07,电网,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110095.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_27.html
20260502_020427,CAND-3E38A8C35366,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东省发电机组并网安全性评价实施细则》的通知 2014-05-20,2014-05-20,实施细则,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110148.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_23.html
20260502_020427,CAND-E1726B94F24B,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于转发《电网安全风险管控办法(试行)》的通知 2014-05-27,2014-05-27,电网,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110156.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_23.html
20260502_020427,CAND-5329ACB0CB4B,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于修订我省风电场并网运行管理实施细则有关条款的通知 2014-06-10,2014-06-10,实施细则,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110159.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_22.html
20260502_020427,CAND-E890A5DEEDDD,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东省电力安全事件监督管理规定实施细则》的通知 2014-09-02,2014-09-02,实施细则;电力安全,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110175.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_21.html
20260502_020427,CAND-FDF9E114B15C,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发新疆电力用户与发电企业直接交易实施细则（试行）的通知 2014-11-25,2014-11-25,实施细则,HTML,54,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_115982.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_47.html
20260502_020427,CAND-D23E62E90CDF,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于印发《四川省2014年减弃增发挂牌交易规则》的通知 2015-03-24,2015-03-24,交易规则,HTML,54,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_133965.html,https://scb.nea.gov.cn/dtyw/tzgg/index_43.html
20260502_020427,CAND-7E369016C470,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于印发《四川省电力用户与发电企业直接交易规则(试行)》的通知 2015-03-24,2015-03-24,交易规则,HTML,54,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_133966.html,https://scb.nea.gov.cn/dtyw/tzgg/index_43.html
20260502_020427,CAND-522B2660F703,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,关于印发《西北区域发电厂并网运行管理实施细则》及《西北区域并网发电厂辅助服务... 2015-09-17,2015-09-17,实施细则;辅助服务,HTML,54,低分候选,暂不回填,https://xbj.nea.gov.cn/dtyw/tzgg/202310/t20231013_147483.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_23.html
20260502_020427,CAND-C6325319E27E,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发新疆电力用户与发电企业直接交易实施细则（修订稿）的通知 2016-03-28,2016-03-28,实施细则,HTML,54,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116026.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_44.html
20260502_020427,CAND-FD538913660F,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆区域新能源发电企业与燃煤 自备电厂调峰替代交易实施细则（暂行）》的通知 2016-05-16,2016-05-16,实施细则;调峰,HTML,54,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116031.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_44.html
20260502_020427,CAND-0B6FB50E634E,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于修订山东电网“两个细则”AGC、调峰和一次调频有关条款的通知 2016-09-02,2016-09-02,调峰;调频;电网,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110296.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_13.html
20260502_020427,CAND-DA040B17F6FA,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆区域发电企业发电权交易实施细则（暂行）》的通知 2016-11-16,2016-11-16,实施细则,HTML,54,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116063.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_41.html
20260502_020427,CAND-BFD1FA0E18FC,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于征求《山东省电力中长期交易规则(试行)》意见的函 2017-01-20,2017-01-20,交易规则;中长期,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110317.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_12.html
20260502_020427,CAND-DEFBD3341567,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,新疆能监办启动编制《新疆区域电力 中长期交易规则（细则）》 2017-02-16,2017-02-16,交易规则;中长期,HTML,54,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116088.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_40.html
20260502_020427,CAND-FA7CD9D7CDE3,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,山东省电力中长期交易规则(试行) 2017-07-18,2017-07-18,交易规则;中长期,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110345.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_10.html
20260502_020427,CAND-84B0E6A2EFD8,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,国家能源局福建监管办公室关于印发《福建省电力辅助服务（调峰）交易规则（试行）... 2017-08-18,2017-08-18,交易规则;辅助服务;调峰,HTML,54,低分候选,暂不回填,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221125.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_39.html
20260502_020427,CAND-D0FEE6F7B573,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,福建能源监管办关于同意启动福建电力辅助服务市场交易平台试运行的通知（闽监能市... 2017-09-21,2017-09-21,辅助服务,HTML,54,低分候选,暂不回填,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221130.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_38.html
20260502_020427,CAND-9397290EA890,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆区域发电企业发电权交易实施细则（暂行）》的补充条款的通知 2017-10-17,2017-10-17,实施细则,HTML,54,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116144.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_36.html
20260502_020427,CAND-1E689AC8DE1C,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆电力用户与发电企业直接交易实施细则（修订稿）》补充条款的通知 2017-10-17,2017-10-17,实施细则,HTML,54,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116143.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_36.html
20260502_020427,CAND-85D2AF31ADCC,SRC-PR-001,省级监管,江苏,国家能源局江苏监管办公室-通知,国家能源局江苏监管办公室,关于举办江苏省电力中长期交易规则等政策培训班的通知 2017-11-16,2017-11-16,交易规则;中长期,HTML,54,低分候选,暂不回填,https://jsb.nea.gov.cn/dtyw/tz/202309/t20230910_32080.html,https://jsb.nea.gov.cn/dtyw/tz/index_10.html
20260502_020427,CAND-AF442ABFE33E,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东省电力市场监管办法（试行）》的通知 2017-12-08,2017-12-08,电力市场;市场监管,HTML,54,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110352.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_10.html
20260502_020427,CAND-21EF229DD2B0,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2018年1、2月份新疆电网“两个细则” 考核补偿情况的通知 2018-05-18,2018-05-18,电网,HTML,54,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116190.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_33.html
20260502_020427,CAND-433FF6934AEA,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2018年3月、4月、5月新疆电网“两个细则”考核补偿情况的通知 2018-07-20,2018-07-20,电网,HTML,54,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116199.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_32.html
20260502_020427,CAND-20BEE75629C6,SRC-PR-001,省级监管,江苏,国家能源局江苏监管办公室-通知,国家能源局江苏监管办公室,关于印发江苏电力市场监管实施办法（试行）的通知 2018-08-02,2018-08-02,电力市场;市场监管,HTML,54,低分候选,暂不回填,https://jsb.nea.gov.cn/dtyw/tz/202309/t20230910_32117.html,https://jsb.nea.gov.cn/dtyw/tz/index_8.html
20260502_020427,CAND-E3D615DBA537,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,关于开展电网企业代收政府性基金及附加情况调研的通知 2018-09-28,2018-09-28,电网,HTML,54,低分候选,暂不回填,https://xbj.nea.gov.cn/dtyw/tzgg/202310/t20231013_147509.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_21.html
20260502_020427,CAND-549CECF50738,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2018年6月份新疆电网“两个细则”考核补偿情况的通知 2018-10-09,2018-10-09,电网,HTML,54,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116216.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_31.html
20260502_020427,CAND-B5CFD8A3F3E0,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2018年7月份新疆电网“两个细则”考核补偿情况的通知 2018-10-09,2018-10-09,电网,HTML,54,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116217.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_31.html
